Food Name,"Energy, with dietary fibre",Moisture (water),Protein,Nitrogen,Total Fat,Ash,Calcium (Ca),Iodine (I),Iron (Fe),Magnesium (Mg),Phosphorus (P),Potassium (K),Selenium (Se),Sodium (Na),Zinc (Zn),Retinol (preformed vitamin A),Beta-carotene,Beta-carotene equivalents (provitamin A),Vitamin A retinol equivalents,Thiamin (B1),Riboflavin (B2),Niacin (B3),Niacin derived from tryptophan,Niacin derived equivalents,Pyridoxine (B6),Cobalamin (B12),"Folate, natural",Total folates,Dietary folate equivalents,Vitamin C,Cholecalciferol (D3),25-hydroxy cholecalciferol (25-OH D3,Vitamin D3 equivalents,Alpha tocopherol,Vitamin E,C14,C15,C16,C17,C18,Total saturated fatty acids,,,,,,,,,,,,,,,,Total long chain omega 3 fatty acids,,Cholesterol,
0,526,74.4,23,3.68,3.6,1.2,4,1.2,1.24,24,198,357,10.8,44,2.96,1,10,10,2,0.03,0.109,2.98,3.16,6.15,0.19,0.8,21,21,21,1,0.3,0.7,3.75,0.9,0.9,0.11,0.02,0.79,0.04,0.42,1.38,0.03,0.11,1.3,1.5,0.16,0.02,8.92,6.62,15.54,68.34,18.16,9.76,36.73,4.9,0.35,59.795,150.59,35,186
0,662,63.7,29.8,4.77,4.2,1.3,4,1.7,2.4,24,220,340,13.5,54,4.8,0,12,12,2,0.06,0.2,3,4.1,7.1,0.11,1.5,25,25,25,0,0.2,0.1,0.7,0.7,0.7,0.06,0.01,0.72,0.03,0.33,1.16,0.03,0.19,1.69,2.01,0.23,0.04,14.04,7.85,30.39,119.11,45.63,11.96,77.91,11.66,0.58,135.191,94.76,62,241
0,563,73.4,22.8,3.65,4.7,1.2,4,1.2,1.24,23,196,353,10.6,43,2.93,1,10,10,3,0.029,0.108,2.96,3.15,6.1,0.19,0.8,21,21,21,1,0.3,0.7,3.7,0.9,0.89,0.16,0.02,1.05,0.05,0.55,1.84,0.05,0.16,1.74,2,0.18,0.02,10.86,6.51,15.29,67.23,18.25,9.6,36.13,4.82,0.37,59.211,204.42,36,185
0,711,62.6,29.4,4.7,5.7,1.3,4,1.7,2.36,24,216,335,13.1,53,4.7,1,12,12,3,0.059,0.197,2.95,4.05,6.99,0.12,1.5,25,25,25,0,0.2,0.1,0.7,0.7,0.72,0.13,0.02,1.07,0.05,0.5,1.78,0.06,0.27,2.34,2.76,0.24,0.04,16.97,7.63,29.55,115.81,44.36,11.63,76.83,11.33,0.6,132.529,178.64,62,238
0,696,70.1,22.1,3.53,8.7,1.2,4,1.3,1.25,22,188,340,9.9,42,2.79,4,10,10,6,0.027,0.104,2.9,3.04,5.94,0.2,1,20,20,20,1,0.4,0.6,3.51,0.9,0.88,0.33,0.05,2,0.1,1.01,3.5,0.11,0.33,3.3,3.84,0.23,0.04,17.92,6.06,14.24,62.6,18.44,8.94,33.65,4.49,0.44,56.579,400.29,38,179
0,795,60.8,28.6,4.58,8.3,1.3,4,1.8,2.28,23,210,326,12.4,52,4.52,2,12,12,4,0.055,0.19,2.87,3.94,6.81,0.13,1.5,24,24,24,0,0.2,0.1,0.69,0.7,0.75,0.24,0.04,1.66,0.08,0.79,2.81,0.11,0.4,3.42,4.04,0.27,0.06,21.9,7.22,27.95,109.54,41.96,11,74.59,10.72,0.64,127.272,321.09,62,232
0,420,72.5,21,3.36,1.7,1.2,4,1.2,2.1,26,230,370,9,50,4.1,0,10,10,2,0.03,0.11,3,2.89,5.89,0.13,0.8,21,21,21,1,0.3,0.7,3.8,0.9,0.9,0.02,0,0.31,0.02,0.22,0.58,0,0.03,0.56,0.63,0.12,0.03,5.03,2.62,16.15,55.7,23.68,4.1,36.53,4.52,0.3,64.733,44.86,62,170
0,615,66.8,31.8,5.09,2,1.3,6,1.7,3.3,27,290,350,20,43,8.2,0,12,12,2,0.03,0.08,3,4.37,7.38,0.09,1,25,25,25,0,0.2,0.1,0.7,0.2,0.2,0.07,0.01,0.4,0.01,0.2,0.69,0.02,0.07,0.72,0.86,0.06,0.03,5.28,2.91,8.06,33.43,35.71,2.2,38.84,5.64,0.22,80.187,70.15,75,257
0,525,70.1,20.5,3.29,4.7,1.2,4,1.2,2.06,25,223,359,8.5,49,3.94,2,10,10,4,0.028,0.107,2.95,2.82,5.78,0.14,0.9,20,20,20,1,0.3,0.7,3.66,0.9,0.89,0.16,0.02,1.05,0.05,0.58,1.86,0.05,0.16,1.77,2.05,0.17,0.04,10.5,2.48,15.32,52.86,23.54,3.89,34.67,4.29,0.36,62.491,196.65,62,166
0,656,65.8,31.4,5.02,3.3,1.3,6,1.7,3.24,27,285,345,19.5,43,8.03,0,12,12,2,0.029,0.08,2.96,4.32,7.28,0.1,1,25,25,25,0,0.2,0.1,0.7,0.2,0.23,0.12,0.02,0.69,0.03,0.34,1.2,0.04,0.14,1.28,1.51,0.07,0.04,7.89,2.84,7.86,32.61,34.83,2.14,38.78,5.5,0.24,79.114,139.96,75,254
0,568,69.1,20.4,3.26,6,1.2,4,1.3,2.04,25,220,355,8.4,48,3.87,3,10,10,5,0.028,0.106,2.93,2.81,5.73,0.14,0.9,20,20,20,1,0.4,0.6,3.6,0.9,0.89,0.22,0.03,1.35,0.06,0.72,2.38,0.07,0.22,2.26,2.63,0.18,0.05,12.75,2.43,14.98,51.69,23.48,3.8,33.9,4.19,0.38,61.568,259.15,62,165
0,697,64.9,31,4.96,4.6,1.3,6,1.7,3.19,26,281,341,19,42,7.87,1,12,12,3,0.029,0.08,2.92,4.27,7.19,0.1,1,24,24,24,0,0.2,0.1,0.7,0.3,0.25,0.17,0.02,0.98,0.04,0.48,1.69,0.06,0.2,1.81,2.13,0.09,0.04,10.4,2.77,7.67,31.82,33.98,2.09,38.73,5.37,0.27,78.084,206.94,75,251
0,450,74.6,20.4,3.26,2.8,1.2,4,1.2,2.1,26,230,370,8,50,4.1,0,10,10,2,0.03,0.11,3,2.81,5.81,0.19,1.3,21,21,21,1,0.3,0.7,3.8,0.9,0.9,0.07,0.01,0.56,0.02,0.34,1,0.02,0.08,0.94,1.1,0.14,0.05,7.75,3.69,19.06,71.53,25.03,5.1,43.32,4.39,0.37,72.737,96.67,62,165
0,710,61.8,32,5.12,4.5,1.3,6,1.7,3.3,27,290,350,10,43,8.2,0,12,12,2,0.03,0.08,3,4.4,7.4,0.11,2.5,25,25,25,0,0.2,0.1,0.7,0.2,0.2,0.12,0.02,0.81,0.04,0.5,1.5,0.04,0.14,1.66,1.94,0.23,0.06,12.76,6.73,22.69,87.94,40.38,8.33,57.12,8.37,0.53,105.875,140.22,75,259
0,546,72.3,20,3.2,5.6,1.2,4,1.2,2.06,25,223,360,7.6,49,3.95,2,10,10,4,0.029,0.107,2.95,2.75,5.7,0.2,1.4,20,20,20,1,0.3,0.7,3.67,0.9,0.89,0.19,0.03,1.22,0.06,0.66,2.16,0.06,0.2,2.03,2.38,0.18,0.06,12.66,3.52,18.16,68.17,24.83,4.86,41.28,4.18,0.42,70.295,234.12,62,162
0,804,59.8,31,4.96,7.5,1.3,6,1.8,3.16,26,279,339,9.4,42,7.8,1,12,12,3,0.028,0.08,2.91,4.27,7.18,0.13,2.5,24,24,24,0,0.2,0.1,0.69,0.3,0.26,0.24,0.04,1.49,0.08,0.82,2.67,0.09,0.29,2.92,3.42,0.26,0.08,18.54,6.34,21.37,82.81,38.02,7.84,55.92,7.88,0.57,101.827,301.86,74,251
0,815,65.7,18.9,3.02,13.3,1.1,4,1.4,1.96,23,204,332,6.6,46,3.53,7,11,11,9,0.025,0.099,2.82,2.6,5.42,0.21,1.6,19,19,19,1,0.4,0.6,3.3,0.9,0.87,0.54,0.08,3.1,0.15,1.58,5.44,0.19,0.53,5.14,6.01,0.29,0.1,26.56,3.03,15.63,58.66,24.26,4.18,35.52,3.6,0.56,63.383,623.06,62,153
0,910,57.5,29.9,4.79,10.9,1.3,6,1.8,3.01,25,266,326,8.8,41,7.34,2,12,12,5,0.026,0.08,2.8,4.11,6.92,0.15,2.4,23,23,23,0,0.2,0.1,0.69,0.3,0.34,0.38,0.06,2.26,0.11,1.19,4,0.15,0.46,4.34,5.1,0.29,0.1,25.09,5.89,19.86,76.98,35.34,7.29,54.56,7.33,0.62,97.231,485.39,74,242
0,508,72.9,23.8,3.81,2.8,1.2,6,1.2,2.2,27,230,380,7,57,3.8,0,10,10,2,0.05,0.22,7,3.28,10.28,0.14,0.4,21,21,21,1,0.3,0.7,3.8,0.9,0.9,0.09,0.01,0.59,0.03,0.33,1.05,0.02,0.08,0.96,1.12,0.14,0.03,7.36,3.28,11.75,42.83,18.31,3.85,28.24,4.39,0.29,50.937,110.03,58,193
0,707,58.8,31.9,5.1,4.5,1.3,10,1.7,2.2,26,270,350,15,49,7.8,0,12,12,2,0.03,0,1,4.39,5.39,0.14,1.4,25,25,25,0,0.2,0.1,0.7,0.7,0.7,0.11,0.02,0.83,0.04,0.46,1.46,0.03,0.16,1.74,2.02,0.21,0.03,13.73,7.35,22.67,85.14,29.33,12.38,63.65,8.58,0.48,101.562,122.89,70,258
0,465,73.7,22.2,3.56,2.4,1.2,5,1.2,2.15,26,230,375,9,54,3.95,0,10,10,2,0.04,0.165,5,3.06,8.06,0.18,1,21,21,21,1,0.3,0.7,3.8,0.9,0.9,0.06,0.01,0.48,0.02,0.28,0.86,0.02,0.07,0.79,0.93,0.12,0.04,6.37,2.96,13.51,50.3,18.73,3.86,31.24,3.68,0.28,53.651,85.66,60,180
0,684,62.1,31.2,5,4.1,1.3,8,1.7,2.75,26,280,350,11,46,8,0,12,12,2,0.03,0.04,2,4.3,6.3,0.14,2,25,25,25,0,0.2,0.1,0.7,0.4,0.45,0.11,0.02,0.76,0.04,0.45,1.37,0.03,0.14,1.57,1.83,0.2,0.04,12.23,6.5,21.01,80.24,32.69,9.44,55.68,7.84,0.47,96.204,122.46,72,253
0,573,71.1,21.7,3.47,5.5,1.2,5,1.3,2.1,26,222,363,8.5,52,3.79,2,10,10,4,0.038,0.159,4.83,2.99,7.82,0.19,1.2,20,20,20,1,0.3,0.7,3.65,0.9,0.89,0.2,0.03,1.24,0.06,0.65,2.18,0.07,0.2,2.05,2.4,0.16,0.05,12.03,2.81,12.83,47.75,18.88,3.66,29.65,3.49,0.34,52.017,242.49,60,176
0,775,60.2,30.4,4.86,7,1.3,8,1.7,2.65,26,270,339,10.4,45,7.63,1,12,12,3,0.028,0.042,1.96,4.18,6.14,0.16,2,24,24,24,0,0.2,0.1,0.7,0.5,0.5,0.22,0.04,1.4,0.07,0.75,2.49,0.08,0.28,2.77,3.24,0.23,0.06,17.73,6.14,19.84,75.78,30.85,8.92,54.62,7.41,0.51,92.873,276.58,72,246
0,872,63.9,20.2,3.22,14.3,1.1,5,1.4,1.98,23,201,331,7.2,48,3.34,8,11,11,10,0.032,0.141,4.35,2.77,7.12,0.21,1.4,19,19,19,1,0.4,0.6,3.23,0.9,0.86,0.59,0.08,3.36,0.16,1.69,5.89,0.21,0.58,5.56,6.5,0.29,0.09,27.85,2.38,10.9,40.59,19.28,3.1,25.19,2.95,0.51,47.422,680.48,60,163
0,959,56.3,28.6,4.58,12.8,1.2,8,1.8,2.47,24,250,318,9.1,43,6.89,3,12,12,5,0.025,0.049,1.94,3.94,5.88,0.18,2,23,23,23,0,0.3,0.1,0.68,0.6,0.58,0.46,0.07,2.71,0.14,1.38,4.76,0.19,0.57,5.19,6.09,0.29,0.1,28.88,5.42,17.56,67.14,27.54,7.81,52.54,6.55,0.6,86.638,589.24,71,232
0,751,67,22.4,3.58,10,1.2,6,1.3,2.09,25,212,353,6.1,53,3.45,5,10,10,7,0.044,0.199,6.38,3.08,9.46,0.16,0.7,20,20,20,1,0.4,0.6,3.45,0.9,0.88,0.4,0.06,2.33,0.12,1.18,4.09,0.14,0.4,3.84,4.49,0.24,0.06,20.32,2.88,10.3,37.54,18.62,3.37,24.75,3.84,0.42,47.212,469.55,58,181
0,863,55.8,30.3,4.85,9.4,1.3,9,1.8,2.08,25,254,332,13.6,47,7.17,2,12,12,4,0.027,0.008,1.04,4.17,5.21,0.16,1.5,24,24,24,0,0.2,0.1,0.69,0.8,0.76,0.32,0.05,1.94,0.1,0.99,3.4,0.12,0.41,3.8,4.45,0.26,0.07,23.16,6.64,20.49,76.93,26.5,11.19,61.04,7.75,0.56,95.296,391.36,70,245
0,883,63.9,21.6,3.45,13.9,1.1,6,1.4,2.03,24,203,338,5.7,51,3.26,8,11,11,9,0.04,0.188,6.05,2.98,9.02,0.17,0.9,19,19,19,1,0.4,0.6,3.27,0.9,0.86,0.58,0.08,3.27,0.16,1.64,5.74,0.2,0.56,5.4,6.31,0.3,0.08,27.31,2.66,9.51,34.68,18.78,3.12,22.87,3.55,0.5,45.2,663.71,58,175
0,953,54.1,29.4,4.7,12.3,1.3,9,1.8,2.01,24,244,321,12.7,46,6.81,3,12,12,5,0.025,0.012,1.06,4.05,5.1,0.18,1.5,23,23,23,0,0.3,0.1,0.68,0.8,0.79,0.44,0.07,2.6,0.13,1.3,4.53,0.18,0.55,5.01,5.88,0.28,0.08,28.68,6.23,19.21,72.14,24.85,10.49,59.51,7.27,0.6,91.637,548.12,69,238
0,495,75.4,24.1,3.86,2.3,1.2,4,1.2,1.24,24,200,360,10,44,3,0,10,10,2,0.03,0.11,3,3.32,6.32,0.15,0.6,21,21,21,1,0.3,0.7,3.8,0.9,0.9,0.06,0.01,0.48,0.03,0.26,0.83,0.01,0.06,0.79,0.9,0.13,0.01,6.19,5.86,13.76,60.49,15.76,8.64,32.51,4.34,0.29,52.607,87.56,35,195
0,664,64,26.9,4.3,5.6,1.3,4,1.7,2.4,24,220,340,13,54,4.8,0,12,12,2,0.06,0.2,3,3.71,6.7,0.09,1.2,25,25,25,0,0.2,0.1,0.7,0.7,0.7,0.09,0.02,0.96,0.04,0.44,1.55,0.04,0.25,2.26,2.67,0.3,0.05,18.72,10.46,40.52,158.81,60.84,15.95,103.87,15.54,0.78,180.254,126.34,62,218
0,568,73.6,23.7,3.79,4.5,1.2,4,1.2,1.24,23,196,353,9.6,43,2.92,1,10,10,3,0.029,0.108,2.96,3.26,6.22,0.16,0.7,21,21,21,1,0.3,0.7,3.7,0.9,0.89,0.15,0.02,1,0.05,0.52,1.75,0.05,0.15,1.65,1.91,0.16,0.02,10.09,5.64,13.25,58.27,15.94,8.32,31.32,4.18,0.33,51.439,195.22,36,192
0,704,63.1,26.6,4.26,6.8,1.3,4,1.7,2.37,24,217,336,12.7,53,4.72,0,12,12,2,0.059,0.197,2.96,3.67,6.62,0.1,1.2,25,25,25,0,0.2,0.1,0.7,0.7,0.71,0.14,0.03,1.23,0.06,0.58,2.03,0.07,0.31,2.75,3.26,0.32,0.05,20.92,10.22,39.56,155.05,59.4,15.58,102.28,15.18,0.79,176.848,192.26,62,216
0,711,70,22.8,3.65,8.7,1.2,4,1.3,1.25,22,188,338,8.9,42,2.78,4,10,10,6,0.027,0.103,2.89,3.15,6.03,0.17,0.8,20,20,20,1,0.4,0.6,3.5,0.9,0.88,0.34,0.05,2.02,0.1,1.02,3.54,0.12,0.34,3.34,3.89,0.22,0.04,17.73,5.22,12.26,53.9,16.3,7.7,28.97,3.87,0.41,49.143,406.73,38,185
0,797,61.1,26,4.16,9.6,1.3,4,1.8,2.28,23,210,326,12,52,4.52,2,12,12,4,0.055,0.19,2.87,3.57,6.44,0.12,1.3,24,24,24,0,0.2,0.1,0.69,0.7,0.75,0.26,0.04,1.88,0.09,0.89,3.16,0.12,0.45,3.93,4.64,0.34,0.07,26.16,9.63,37.28,146.09,55.96,14.68,98.48,14.3,0.81,168.744,349.15,62,210
0,480,72.8,24.1,3.86,1.9,1.2,6,1.2,2.2,27,230,380,10,57,3.8,0,10,10,2,0.05,0.22,7,3.32,10.32,0.18,0.8,21,21,21,1,0.3,0.7,3.8,0.9,0.9,0.06,0.01,0.4,0.02,0.22,0.71,0.02,0.06,0.65,0.76,0.09,0.02,5,2.23,7.97,29.06,12.43,2.61,19.16,2.98,0.19,34.564,74.66,58,195
0,659,62.4,30.5,4.88,3.8,1.3,10,1.7,2.2,26,270,350,12,49,7.8,0,12,12,2,0.03,0,1,4.2,5.2,0.17,1.4,25,25,25,0,0.2,0.1,0.7,0.7,0.7,0.1,0.02,0.71,0.04,0.39,1.24,0.03,0.14,1.48,1.72,0.18,0.03,11.7,6.26,19.32,72.54,24.99,10.55,54.23,7.31,0.41,86.533,104.7,70,247
0,599,70,23.4,3.74,5.5,1.2,6,1.3,2.15,26,221,367,9.4,55,3.63,2,10,10,4,0.047,0.21,6.7,3.21,9.92,0.19,0.9,20,20,20,1,0.3,0.7,3.63,0.9,0.89,0.21,0.03,1.26,0.06,0.64,2.21,0.07,0.21,2.06,2.41,0.15,0.04,11.41,2.1,7.49,27.33,12.92,2.46,18.02,2.8,0.27,33.739,250.86,58,189
0,746,60.6,29.7,4.75,6.5,1.3,10,1.7,2.14,25,261,340,11.4,48,7.46,1,12,12,3,0.028,0.004,1.02,4.08,5.11,0.18,1.4,24,24,24,0,0.2,0.1,0.7,0.7,0.73,0.21,0.03,1.32,0.07,0.68,2.31,0.08,0.27,2.62,3.06,0.2,0.05,16.92,5.94,18.31,68.75,23.68,10,53.31,6.93,0.45,83.919,251.31,70,240
0,930,62.1,21.4,3.42,15.3,1.1,6,1.4,2,23,198,330,7.7,50,3.16,9,11,11,11,0.039,0.182,5.88,2.94,8.82,0.21,1.3,19,19,19,1,0.5,0.5,3.17,0.9,0.86,0.65,0.09,3.62,0.18,1.8,6.33,0.23,0.63,5.97,6.98,0.29,0.08,29.14,1.73,6.18,22.52,14.3,2.02,14.85,2.31,0.46,31.46,737.9,58,173
0,1007,55.1,27.3,4.37,14.7,1.2,9,1.9,1.94,23,234,310,9.5,45,6.44,4,12,12,6,0.024,0.017,1.08,3.76,4.84,0.22,1.5,22,22,22,0,0.3,0.1,0.68,0.8,0.83,0.54,0.08,3.16,0.16,1.56,5.51,0.23,0.68,6.03,7.08,0.29,0.1,32.67,4.95,15.26,57.31,19.75,8.33,50.52,5.78,0.58,76.044,693.1,69,221
0,536,73.2,27.2,4.35,2,1.2,4,1.2,1.7,24,240,340,19,38,5.7,0,10,10,2,0.03,0.11,3,3.74,6.74,0.22,1,21,21,21,1,0.3,0.7,3.8,0.5,0.5,0.05,0.01,0.4,0.02,0.23,0.71,0.01,0.05,0.67,0.78,0.11,0.03,5.59,3.81,13.54,52.1,20.56,4.8,32.87,4.27,0.28,57.69,68.96,54,220
0,644,65.9,30.9,4.94,3.2,1.3,4,1.7,2.8,23,260,360,0,47,7.2,0,12,12,2,0.03,0.08,3,4.25,7.25,0.12,2.5,25,25,25,0,0.2,0.1,0.7,0.7,0.7,0.08,0.01,0.58,0.03,0.32,1.02,0.02,0.11,1.22,1.43,0.15,0.03,9.56,5.48,18.14,71.43,33.88,8,51.36,7.68,0.39,92.92,89.08,77,250
0,740,63,37.5,6,2.8,1.7,5,0.8,2.34,22,215,258,26.2,29,7.86,0,10,10,2,0.019,0.129,2.28,5.17,7.44,0.11,0.8,19,19,19,1,0.4,0.9,4.72,0.6,0.55,0.07,0.01,0.55,0.03,0.32,0.98,0.02,0.07,0.92,1.07,0.15,0.04,7.71,5.26,18.67,71.86,28.35,6.62,45.33,5.89,0.38,79.572,95.11,74,304
0,559,72.6,27,4.32,2.7,1.2,5,1.2,1.7,24,238,338,18.8,38,5.64,0,10,10,2,0.03,0.109,2.99,3.72,6.71,0.22,1,21,21,21,1,0.3,0.7,3.77,0.5,0.5,0.08,0.01,0.57,0.03,0.32,1.01,0.02,0.08,0.95,1.1,0.12,0.03,6.86,3.77,13.38,51.48,20.56,4.74,32.48,4.22,0.29,57.251,104.09,54,219
0,657,65.6,30.8,4.92,3.6,1.3,4,1.7,2.78,23,259,358,0,47,7.15,0,12,12,2,0.03,0.08,2.99,4.23,7.23,0.12,2.5,25,25,25,0,0.2,0.1,0.7,0.7,0.71,0.09,0.02,0.68,0.03,0.37,1.19,0.03,0.13,1.4,1.63,0.16,0.04,10.37,5.44,18,70.86,33.61,7.94,51.24,7.62,0.4,92.469,111.63,77,249
0,752,62.8,37.3,5.98,3.2,1.6,5,0.8,2.33,21,214,257,26,29,7.81,0,10,10,2,0.019,0.129,2.27,5.13,7.41,0.11,0.8,19,19,19,1,0.4,0.9,4.68,0.6,0.56,0.09,0.01,0.65,0.03,0.36,1.15,0.02,0.1,1.1,1.28,0.16,0.04,8.54,5.22,18.52,71.29,28.12,6.57,45.26,5.84,0.39,79.228,117.61,74,302
0,480,72.8,23.3,3.73,2.3,1.2,5,1.2,2.05,26,215,360,9.5,56,4.2,0,10,10,2,0.055,0.21,5,3.21,8.21,0.13,0.6,21,21,21,1,0.3,0.7,3.8,0.7,0.7,0.08,0.01,0.46,0.02,0.25,0.83,0.02,0.07,0.76,0.9,0.12,0.03,6.34,3.58,12.41,44.79,24.95,2.98,33.13,5.18,0.28,63.258,82.36,52,189
0,643,64.8,30.6,4.89,3.4,1.3,8,1.7,2.4,28,265,375,13,48,6.9,0,12,12,2,0.03,0,1,4.2,5.2,0.12,1.2,25,25,25,0,0.2,0.1,0.7,0.7,0.7,0.08,0.01,0.61,0.04,0.37,1.11,0.02,0.11,1.31,1.5,0.17,0.02,10.31,6.14,18.64,71.15,18.73,11.84,46.75,6.79,0.38,72.269,84.51,76,247
0,668,68.4,22.2,3.55,7.9,1.2,5,1.3,1.98,24,202,341,8.7,54,3.91,4,10,10,5,0.05,0.195,4.65,3.06,7.71,0.15,0.9,20,20,20,1,0.4,0.6,3.54,0.7,0.7,0.32,0.04,1.8,0.09,0.91,3.17,0.11,0.31,2.98,3.49,0.2,0.06,16.34,3.28,11.38,41.05,24.95,2.71,30.44,4.76,0.39,60.147,358.92,52,180
0,789,61.6,29.3,4.68,7.9,1.3,8,1.8,2.28,27,251,357,11.9,47,6.39,2,12,12,4,0.027,0.007,1.04,4.03,5.07,0.14,1.3,24,24,24,0,0.2,0.1,0.69,0.8,0.75,0.27,0.04,1.63,0.08,0.85,2.88,0.1,0.34,3.2,3.73,0.22,0.05,19.04,5.61,17,64.94,16.91,10.85,45.62,6.18,0.45,68.71,328.36,75,237
0,848,64.1,21.2,3.39,13.2,1.1,5,1.4,1.9,22,190,322,7.9,51,3.63,7,11,11,9,0.045,0.18,4.31,2.91,7.22,0.16,1.1,19,19,19,1,0.4,0.6,3.28,0.7,0.69,0.56,0.08,3.09,0.15,1.54,5.42,0.19,0.54,5.1,5.97,0.27,0.08,25.93,3,10.41,37.53,25,2.45,27.93,4.37,0.49,57.294,624.18,53,171
0,888,59.4,28.4,4.55,10.9,1.3,8,1.8,2.2,26,241,345,11.1,46,6.03,3,12,12,5,0.026,0.012,1.06,3.91,4.97,0.16,1.4,23,23,23,0,0.3,0.1,0.69,0.8,0.79,0.39,0.06,2.32,0.12,1.18,4.08,0.16,0.49,4.48,5.24,0.25,0.07,24.98,5.24,15.88,60.69,15.62,10.19,44.8,5.76,0.5,66.188,494.5,74,230
0,487,72.9,24.4,3.9,2,1.2,6,1.2,2.2,27,230,380,7,57,3.8,0,10,10,2,0.05,0.22,7,3.37,10.36,0.14,0.4,21,21,21,1,0.3,0.7,3.8,0.9,0.9,0.06,0.01,0.41,0.02,0.23,0.74,0.02,0.06,0.67,0.78,0.1,0.02,5.15,2.3,8.22,29.98,12.82,2.69,19.77,3.07,0.2,35.656,77.02,58,198
0,637,64.7,29.2,4.67,3.8,1.3,10,1.7,2.2,26,270,350,13,49,7.8,0,12,12,2,0.03,0,1,4.01,5.02,0.14,1.4,25,25,25,0,0.2,0.1,0.7,0.7,0.7,0.1,0.02,0.71,0.04,0.39,1.25,0.03,0.14,1.49,1.72,0.18,0.03,11.73,6.28,19.37,72.73,25.06,10.58,54.37,7.33,0.41,86.761,104.98,70,236
