Food Name,"Energy, with dietary fibre",Moisture (water),Protein,Total Fat,Ash,Calcium (Ca),Iodine (I),Iron (Fe),Magnesium (Mg),Phosphorus (P),Potassium (K),Selenium (Se),Sodium (Na),Zinc (Zn),Retinol (preformed vitamin A),Beta-carotene,Vitamin A retinol equivalents,Thiamin (B1),Riboflavin (B2),Niacin (B3),Niacin derived from tryptophan,Niacin derived equivalents,Pyridoxine (B6),Cobalamin (B12),Total folates,Vitamin C,Cholecalciferol (D3),25-hydroxy cholecalciferol (25-OH D3,Vitamin D3 equivalents,Vitamin E,Total saturated fatty acids,,,,,,,,Total long chain omega 3 fatty acids,,Cholesterol,
0,659,62.4,30.5,3.8,1.3,10,1.7,2.2,26,270,350,12,49,7.8,0,12,2,0.03,0,1,4.2,5.2,0.17,1.4,25,0,0.2,0.1,0.7,0.7,1.24,19.32,72.54,24.99,10.55,54.23,7.31,0.41,86.533,104.7,70,247
0,599,70,23.4,5.5,1.2,6,1.3,2.15,26,221,367,9.4,55,3.63,2,10,4,0.047,0.21,6.7,3.21,9.92,0.19,0.9,20,1,0.3,0.7,3.63,0.89,2.21,7.49,27.33,12.92,2.46,18.02,2.8,0.27,33.739,250.86,58,189
0,746,60.6,29.7,6.5,1.3,10,1.7,2.14,25,261,340,11.4,48,7.46,1,12,3,0.028,0.004,1.02,4.08,5.11,0.18,1.4,24,0,0.2,0.1,0.7,0.73,2.31,18.31,68.75,23.68,10,53.31,6.93,0.45,83.919,251.31,70,240
0,930,62.1,21.4,15.3,1.1,6,1.4,2,23,198,330,7.7,50,3.16,9,11,11,0.039,0.182,5.88,2.94,8.82,0.21,1.3,19,1,0.5,0.5,3.17,0.86,6.33,6.18,22.52,14.3,2.02,14.85,2.31,0.46,31.46,737.9,58,173
0,1007,55.1,27.3,14.7,1.2,9,1.9,1.94,23,234,310,9.5,45,6.44,4,12,6,0.024,0.017,1.08,3.76,4.84,0.22,1.5,22,0,0.3,0.1,0.68,0.83,5.51,15.26,57.31,19.75,8.33,50.52,5.78,0.58,76.044,693.1,69,221
0,536,73.2,27.2,2,1.2,4,1.2,1.7,24,240,340,19,38,5.7,0,10,2,0.03,0.11,3,3.74,6.74,0.22,1,21,1,0.3,0.7,3.8,0.5,0.71,13.54,52.1,20.56,4.8,32.87,4.27,0.28,57.69,68.96,54,220
0,644,65.9,30.9,3.2,1.3,4,1.7,2.8,23,260,360,0,47,7.2,0,12,2,0.03,0.08,3,4.25,7.25,0.12,2.5,25,0,0.2,0.1,0.7,0.7,1.02,18.14,71.43,33.88,8,51.36,7.68,0.39,92.92,89.08,77,250
0,740,63,37.5,2.8,1.7,5,0.8,2.34,22,215,258,26.2,29,7.86,0,10,2,0.019,0.129,2.28,5.17,7.44,0.11,0.8,19,1,0.4,0.9,4.72,0.55,0.98,18.67,71.86,28.35,6.62,45.33,5.89,0.38,79.572,95.11,74,304
0,559,72.6,27,2.7,1.2,5,1.2,1.7,24,238,338,18.8,38,5.64,0,10,2,0.03,0.109,2.99,3.72,6.71,0.22,1,21,1,0.3,0.7,3.77,0.5,1.01,13.38,51.48,20.56,4.74,32.48,4.22,0.29,57.251,104.09,54,219
0,657,65.6,30.8,3.6,1.3,4,1.7,2.78,23,259,358,0,47,7.15,0,12,2,0.03,0.08,2.99,4.23,7.23,0.12,2.5,25,0,0.2,0.1,0.7,0.71,1.19,18,70.86,33.61,7.94,51.24,7.62,0.4,92.469,111.63,77,249
0,752,62.8,37.3,3.2,1.6,5,0.8,2.33,21,214,257,26,29,7.81,0,10,2,0.019,0.129,2.27,5.13,7.41,0.11,0.8,19,1,0.4,0.9,4.68,0.56,1.15,18.52,71.29,28.12,6.57,45.26,5.84,0.39,79.228,117.61,74,302
0,480,72.8,23.3,2.3,1.2,5,1.2,2.05,26,215,360,9.5,56,4.2,0,10,2,0.055,0.21,5,3.21,8.21,0.13,0.6,21,1,0.3,0.7,3.8,0.7,0.83,12.41,44.79,24.95,2.98,33.13,5.18,0.28,63.258,82.36,52,189
0,643,64.8,30.6,3.4,1.3,8,1.7,2.4,28,265,375,13,48,6.9,0,12,2,0.03,0,1,4.2,5.2,0.12,1.2,25,0,0.2,0.1,0.7,0.7,1.11,18.64,71.15,18.73,11.84,46.75,6.79,0.38,72.269,84.51,76,247
0,668,68.4,22.2,7.9,1.2,5,1.3,1.98,24,202,341,8.7,54,3.91,4,10,5,0.05,0.195,4.65,3.06,7.71,0.15,0.9,20,1,0.4,0.6,3.54,0.7,3.17,11.38,41.05,24.95,2.71,30.44,4.76,0.39,60.147,358.92,52,180
0,789,61.6,29.3,7.9,1.3,8,1.8,2.28,27,251,357,11.9,47,6.39,2,12,4,0.027,0.007,1.04,4.03,5.07,0.14,1.3,24,0,0.2,0.1,0.69,0.75,2.88,17,64.94,16.91,10.85,45.62,6.18,0.45,68.71,328.36,75,237
0,848,64.1,21.2,13.2,1.1,5,1.4,1.9,22,190,322,7.9,51,3.63,7,11,9,0.045,0.18,4.31,2.91,7.22,0.16,1.1,19,1,0.4,0.6,3.28,0.69,5.42,10.41,37.53,25,2.45,27.93,4.37,0.49,57.294,624.18,53,171
0,888,59.4,28.4,10.9,1.3,8,1.8,2.2,26,241,345,11.1,46,6.03,3,12,5,0.026,0.012,1.06,3.91,4.97,0.16,1.4,23,0,0.3,0.1,0.69,0.79,4.08,15.88,60.69,15.62,10.19,44.8,5.76,0.5,66.188,494.5,74,230
0,487,72.9,24.4,2,1.2,6,1.2,2.2,27,230,380,7,57,3.8,0,10,2,0.05,0.22,7,3.37,10.36,0.14,0.4,21,1,0.3,0.7,3.8,0.9,0.74,8.22,29.98,12.82,2.69,19.77,3.07,0.2,35.656,77.02,58,198
0,637,64.7,29.2,3.8,1.3,10,1.7,2.2,26,270,350,13,49,7.8,0,12,2,0.03,0,1,4.01,5.02,0.14,1.4,25,0,0.2,0.1,0.7,0.7,1.25,19.37,72.73,25.06,10.58,54.37,7.33,0.41,86.761,104.98,70,236
0,738,66.9,22.8,9.5,1.2,6,1.3,2.09,25,212,352,6.1,53,3.44,5,10,7,0.044,0.199,6.37,3.15,9.51,0.16,0.7,20,1,0.4,0.6,3.45,0.88,3.88,7.19,26.2,13.82,2.35,17.27,2.68,0.35,33.779,448.27,58,185
0,837,60.3,27.5,10,1.3,9,1.8,2.05,24,250,327,11.5,47,7.03,2,12,4,0.026,0.01,1.05,3.79,4.84,0.17,1.5,23,0,0.2,0.1,0.69,0.77,3.66,17.07,64.09,22.08,9.32,52.26,6.46,0.51,80.797,437.97,69,223
0,988,60.9,21.3,16.9,1.1,6,1.4,1.97,22,194,325,5.2,49,3.08,10,11,12,0.037,0.177,5.74,2.92,8.67,0.18,1,18,1,0.5,0.5,3.1,0.85,7.02,6.15,22.43,14.82,2.02,14.79,2.3,0.5,31.908,818.34,59,172
0,984,57.1,26.3,14.5,1.2,9,1.9,1.94,23,235,311,10.3,45,6.46,4,12,6,0.024,0.017,1.08,3.62,4.7,0.19,1.5,22,0,0.3,0.1,0.68,0.82,5.44,15.37,57.72,19.89,8.39,50.7,5.82,0.58,76.4,683.5,69,213
0,490,75,22.3,3,1.2,4,1.2,1.24,24,200,360,12,44,3,0,10,2,0.03,0.11,3,3.08,6.07,0.22,1,21,1,0.3,0.7,3.8,0.9,1.09,17.94,78.9,20.56,11.27,42.4,5.66,0.38,68.618,114.21,35,181
0,660,63.4,32.7,2.8,1.3,4,1.7,2.4,24,220,340,14,54,4.8,0,12,2,0.06,0.2,3,4.51,7.5,0.12,1.8,25,0,0.2,0.1,0.7,0.7,0.78,20.26,79.41,30.42,7.98,51.94,7.77,0.39,90.127,63.17,62,265
0,558,73.3,22,5,1.2,4,1.2,1.24,23,196,353,11.6,43,2.93,1,10,3,0.029,0.108,2.97,3.03,5.99,0.22,1,21,1,0.3,0.7,3.7,0.89,1.93,17.33,76.2,20.56,10.88,40.95,5.47,0.41,66.982,213.62,36,178
0,719,62.1,32.1,4.7,1.3,4,1.7,2.35,24,216,334,13.5,53,4.68,1,12,3,0.058,0.196,2.94,4.42,7.36,0.13,1.8,25,0,0.2,0.1,0.7,0.72,1.52,19.54,76.56,29.33,7.69,51.39,7.49,0.42,88.209,165.01,62,260
0,681,70.2,21.3,8.6,1.2,4,1.3,1.25,23,189,341,10.8,42,2.8,4,10,6,0.027,0.104,2.9,2.94,5.83,0.23,1.1,20,1,0.4,0.6,3.53,0.88,3.45,16.22,71.3,20.58,10.18,38.32,5.12,0.48,64.015,393.85,37,173
0,793,60.5,31.3,7.1,1.3,4,1.8,2.28,23,210,325,12.9,52,4.52,2,12,4,0.055,0.19,2.87,4.3,7.18,0.14,1.8,24,0,0.2,0.1,0.69,0.75,2.46,18.62,72.99,27.96,7.33,50.7,7.14,0.46,85.799,293.03,62,253
1,2315,27.4,10.8,57.6,0.5,5,0,0.41,6,56,91,0,22,0.54,34,0,34,0,0.07,2,1.62,3.61,0.1,2.9,4,0,0.7,0,0.7,1.1,25.75,0,0,0,0,140.71,0,2.65,140.709,5329.54,62,95
1,2251,23.6,16.2,53.4,0.5,6,0,0.67,8,82,110,0,28,1,42,0,42,0,0,7,2.41,9.42,0.1,3,4,0,1.6,0,1.6,0.8,24.72,0,0,0,0,146.06,0,2.3,146.055,3947.55,74,142
1,606,70.3,25.6,4.6,1.1,7,1.2,2.5,30,295,340,15,68,3.2,9,0,9,0.145,0.23,6.9,3.81,10.71,0.16,1,17,0,0,0.6,3,0.45,1.6,7.87,92.38,22.6,6.49,38.67,9.28,0.47,70.561,190.44,69,224
1,900,60.5,32,9.6,1,11,1.2,2.95,32,270,330,26.5,70,5,8,0,8,0.155,0.345,6.75,4.76,11.51,0.08,2.1,17,0,0,0.3,1.5,0.2,3.48,17.14,155.63,68.7,8.78,88.48,29.4,1.12,186.586,422,92,280
1,804,65.3,23.9,10.8,1,7,1.1,2.26,27,267,311,13.2,63,2.89,12,0,12,0.128,0.211,6.34,3.55,9.9,0.15,1.2,15,0,0.1,0.5,2.73,0.53,4.39,6.95,81.66,20,5.74,50.48,8.21,0.72,78.691,785.1,68,209
1,1042,56.6,30.2,14.3,1,10,1.1,2.7,29,250,307,23.6,65,4.55,11,0,11,0.138,0.307,6.78,4.51,11.28,0.09,2.2,15,0,0.2,0.3,1.51,0.27,5.74,15.23,138.32,61.51,7.8,94.56,26.15,1.24,182.217,798.78,91,265
1,1129,57.2,20.8,20.9,0.9,7,0.8,1.89,23,225,264,10.7,54,2.4,16,0,16,0.101,0.183,5.37,3.11,8.47,0.14,1.6,13,0,0.2,0.4,2.29,0.65,9.02,5.47,64.38,15.45,4.57,69.99,6.47,1.14,91.907,1771.75,67,183
1,1202,52.2,28.4,19.4,0.9,10,0.9,2.44,27,228,281,20.6,60,4.1,15,0,15,0.12,0.268,6.81,4.23,11.05,0.09,2.3,14,0,0.4,0.2,1.52,0.34,8.23,13.3,120.74,53.35,6.81,101.35,22.82,1.38,177.515,1210.63,88,249
1,542,72.6,22.5,4.3,1.1,6,1.2,3.1,30,350,350,20,65,3.6,9,0,9,0.16,0.26,6.5,3.35,9.85,0.12,1.3,17,0,0,0.6,3,0.4,1.4,8.31,99.89,19.42,7.76,36.91,10,0.49,66.33,171.81,65,197
1,957,59.6,34.1,10.2,1,11,1.2,3.1,32,280,330,30,65,5.8,8,0,8,0.17,0.41,6.6,5.08,11.68,0.08,3,17,0,0,0.3,1.5,0.2,3.62,20.28,181.72,64.47,10.56,90.35,33.64,1.24,188.453,375.78,93,299
1,753,67.2,21.1,10.6,1,6,1.1,2.78,27,315,319,17.6,60,3.24,12,0,12,0.141,0.237,5.96,3.15,9.11,0.12,1.5,15,0,0.1,0.5,2.73,0.48,4.29,7.32,88,17.11,6.84,49.26,8.81,0.75,75.181,785.58,65,185
1,1132,54.8,31.7,16,0.9,10,1,2.77,29,253,300,26,60,5.15,12,0,12,0.147,0.355,6.65,4.73,11.37,0.08,3,15,0,0.2,0.3,1.51,0.28,6.46,17.54,157.23,55.78,9.14,97.86,29.1,1.38,182.738,857.26,90,278
1,981,61.4,19.6,17.5,1,6,0.9,2.43,24,277,286,15,54,2.84,15,0,15,0.12,0.213,5.38,2.92,8.3,0.12,1.7,14,0,0.2,0.5,2.43,0.57,7.43,6.25,75.13,14.6,5.84,62.64,7.52,1.03,84.769,1450.41,64,172
1,1251,51.5,30,20,0.9,10,0.9,2.55,27,235,280,23.2,57,4.71,15,0,15,0.131,0.317,6.69,4.47,11.17,0.08,3,14,0,0.4,0.2,1.52,0.34,8.4,15.68,140.51,49.85,8.16,102.98,26.01,1.48,178.837,1185.86,89,263
1,554,72.2,21.3,5.2,1.1,5,1.2,2.2,27,250,340,15,53,4.3,9,0,9,0.13,0.21,4.5,3.18,7.68,0.1,0.8,17,0,0,0.6,3,0.4,1.82,9.29,93.93,39.54,6.48,57.25,20.72,0.66,117.509,234.54,78,187
1,773,62,31.3,6.5,1.2,5,1.2,3.7,27,290,390,17,59,2.6,8,0,8,0.14,0.32,5.2,4.66,9.86,0.05,2.2,17,0,0,0.3,1.5,0.2,2.45,7.14,55.19,24.23,3.69,45.25,13.64,0.55,83.118,414.7,96,274
1,776,59.9,32.2,6.2,1.6,8,0.9,3.07,26,239,275,21,43,6.01,9,0,9,0.057,0.176,3.71,4.79,8.51,0.07,0.6,14,0,0,0.8,3.97,0.47,2,11.94,143.48,27.89,11.15,53.01,14.37,0.71,95.275,246.79,115,282
1,588,71.3,21.1,6.2,1.1,5,1.2,2.17,27,246,335,14.7,52,4.23,9,0,9,0.128,0.207,4.45,3.15,7.59,0.1,0.8,16,0,0,0.6,2.96,0.41,2.27,9.11,92.14,38.78,6.35,58.85,20.32,0.7,117.952,331.86,78,185
1,806,61.2,31,7.6,1.2,5,1.2,3.63,27,285,384,16.6,58,2.56,8,0,8,0.137,0.313,5.24,4.61,9.86,0.05,2.2,16,0,0,0.3,1.5,0.22,2.95,6.98,53.96,23.69,3.61,47.51,13.33,0.59,84.528,493.83,96,271
1,809,59,31.8,7.2,1.6,8,0.9,3.02,25,235,271,20.5,43,5.9,10,0,10,0.056,0.172,3.78,4.74,8.53,0.07,0.7,13,0,0,0.8,3.92,0.48,2.51,11.67,140.26,27.27,10.9,55.1,14.05,0.74,96.412,329.68,114,279
1,541,72.4,21.6,4.7,1.1,5,1.2,2.2,27,250,340,15,53,4.3,9,0,9,0.13,0.205,4.35,3.21,7.57,0.1,0.8,17,0,0,0.6,3,0.4,1.59,8.7,95.75,29.25,7.03,46.65,15.25,0.57,91.148,201.18,78,189
1,768,62,29.7,7.1,1.2,5,1.2,3.7,27,290,390,17,59,2.6,8,0,8,0.145,0.33,5.3,4.42,9.73,0.05,2.2,17,0,0,0.3,1.5,0.2,2.59,11.22,96.19,36.45,5.83,56.73,19.51,0.74,112.691,349.19,96,260
1,776,59.9,32.2,6.2,1.6,8,0.9,3.07,26,239,275,21,43,6.01,9,0,9,0.057,0.176,3.71,4.79,8.51,0.07,0.6,14,0,0,0.8,3.97,0.47,2,11.94,143.48,27.89,11.15,53.01,14.37,0.71,95.275,246.79,115,282
1,583,71.4,21.3,6,1.1,5,1.2,2.16,26,245,334,14.6,52,4.21,9,0,9,0.127,0.202,4.3,3.18,7.48,0.1,0.8,16,0,0,0.6,2.95,0.42,2.16,8.5,93.48,28.61,6.86,48.92,14.91,0.62,92.436,322.36,78,187
1,793,61.4,29.5,7.9,1.2,5,1.2,3.65,27,286,385,16.7,58,2.57,8,0,8,0.143,0.325,5.33,4.39,9.72,0.05,2.3,16,0,0,0.3,1.5,0.21,2.98,11.05,94.72,35.88,5.74,58.34,19.2,0.77,113.419,411.47,96,258
1,802,59.2,31.9,7,1.6,8,0.9,3.03,26,236,272,20.6,43,5.92,10,0,10,0.056,0.173,3.76,4.76,8.52,0.07,0.7,13,0,0,0.8,3.93,0.48,2.4,11.73,140.98,27.41,10.95,54.63,14.12,0.74,96.159,311.18,114,280
1,703,62.9,29.6,5.4,1.1,6,1.2,2.2,24,220,280,0,69,6.7,8,0,8,0.09,0.28,5.39,4.42,9.8,0.26,3.2,17,0,0,0.3,1.5,0.2,2.04,5.94,45.85,20.13,3.07,37.59,11.33,0.46,69.052,344.52,86,260
1,695,67.9,17.3,10.9,0.9,7,1.1,1.98,24,226,309,8.8,49,4.89,12,0,12,0.088,0.219,5.35,2.58,7.93,0.27,2.7,15,0,0.1,0.3,1.4,0.58,4.48,6.74,68.13,28.67,4.7,58.82,15.03,0.8,102.521,825.11,55,152
1,859,58.9,28.3,10.2,1,6,1.1,2.05,22,206,263,0,65,6.13,11,0,11,0.081,0.252,5.55,4.22,9.76,0.24,3.2,15,0,0.2,0.3,1.51,0.26,4.32,5.34,41.24,18.1,2.76,48.52,10.19,0.64,76.806,707.34,85,248
1,894,63,16.5,16.6,0.8,6,0.9,1.79,21,205,283,7.7,46,4.36,14,0,14,0.077,0.201,4.94,2.47,7.4,0.25,2.8,14,0,0.2,0.2,1.32,0.64,7.09,5.91,59.78,25.16,4.12,68.85,13.19,1.03,107.197,1376.68,56,145
1,1095,53,26.2,17.5,0.9,6,0.9,1.81,20,185,237,0,59,5.26,16,0,16,0.067,0.209,5.8,3.91,9.71,0.22,3.1,13,0,0.4,0.2,1.52,0.35,7.78,4.43,34.25,15.04,2.29,65.03,8.46,0.93,88.534,1256.08,83,230
1,559,73,20.5,5.7,0.9,10,1.2,1.6,27,220,330,10,72,5.4,9,0,9,0.13,0.26,4.2,3.06,7.26,0.31,1.3,17,0,0,0.6,3,0.5,1.99,10.18,102.96,43.34,7.1,62.76,22.71,0.72,128.807,257.09,60,180
1,898,61,28,11.4,1.1,8,1.2,1.5,28,210,350,0,67,5,8,0,8,0.1,0.32,5.4,4.18,9.57,0.27,2.7,17,0,0,0.3,1.5,0.2,4.3,12.53,96.8,42.5,6.47,79.36,23.91,0.97,145.776,727.31,82,246
1,971,62.3,18.2,17.9,0.8,9,0.9,1.32,22,182,274,7.7,60,4.26,15,0,15,0.099,0.215,3.68,2.72,6.4,0.26,1.7,14,0,0.2,0.5,2.46,0.64,7.57,7.79,78.8,33.16,5.43,81.05,17.38,1.18,131.6,1447.6,60,160
1,1108,55.1,26.2,17.9,1,7,1,1.37,25,190,313,0,61,4.38,13,0,13,0.084,0.27,5.65,3.89,9.55,0.24,2.7,15,0,0.2,0.3,1.52,0.3,7.48,10.58,81.74,35.89,5.47,89.74,20.19,1.18,145.819,1228.38,81,229
1,1126,58.3,17.4,22.4,0.8,8,0.8,1.22,20,167,253,6.8,56,3.83,17,0,17,0.088,0.199,3.49,2.58,6.08,0.24,1.8,13,0,0.2,0.4,2.26,0.7,9.65,6.9,69.75,29.36,4.81,87.9,15.39,1.34,132.646,1893.12,61,152
1,1173,53.4,25.6,19.9,1,7,1,1.33,24,184,301,0,59,4.19,15,0,15,0.08,0.255,5.72,3.83,9.54,0.24,2.8,14,0,0.3,0.2,1.52,0.32,8.44,9.99,77.15,33.87,5.16,92.9,19.06,1.24,145.833,1381.02,80,225
1,585,72.1,20.9,6.2,1.1,9,1.2,2.1,30,230,350,10,64,2.9,9,0,9,0.12,0.26,6.8,3.11,9.92,0.13,0.6,17,0,0,0.6,3,0.51,2.24,9.2,105.24,31.97,6.47,50.15,10.62,0.56,92.741,259.26,67,183
1,837,60.4,30.5,8.6,1.1,10,0.8,2.6,30,240,320,23,66,4.3,8,0,8,0.2,0.36,7.7,4.54,12.25,0.08,1,17,0,0,0.3,1.5,0.2,3.16,13.23,122.42,68.93,6.62,81.85,23.79,0.94,174.567,442.48,96,267
1,890,64.2,19.1,15.3,1,9,1,1.8,26,199,304,8.2,57,2.48,13,0,13,0.099,0.226,5.95,2.86,8.8,0.12,1,14,0,0.1,0.5,2.59,0.61,6.39,7.58,86.66,26.33,5.33,66.13,8.75,0.93,101.207,1154.16,66,168
1,1107,53.3,27.8,17.1,1,9,0.7,2.23,26,210,280,18.6,59,3.67,14,0,14,0.162,0.291,7.57,4.15,11.71,0.08,1.4,14,0,0.3,0.2,1.52,0.32,7.28,10.71,99.06,55.78,5.35,94.1,19.25,1.2,169.127,1111.25,92,244
1,977,62,18.6,17.8,1,8,0.9,1.72,24,191,291,7.7,54,2.36,14,0,14,0.093,0.217,5.71,2.77,8.48,0.12,1.1,14,0,0.2,0.5,2.48,0.64,7.56,7.12,81.4,24.73,5.01,70.66,8.22,1.03,103.606,1407.68,66,163
1,1163,51.9,27.2,18.9,1,9,0.7,2.16,25,204,272,17.7,57,3.54,16,0,16,0.154,0.277,7.54,4.06,11.6,0.08,1.5,14,0,0.4,0.2,1.52,0.34,8.13,10.18,94.21,53.05,5.09,96.64,18.31,1.26,167.998,1250.05,91,239
1,477,72.7,21.1,3.2,1.1,6,1.2,2.1,30,240,350,20,68,4.1,9,0,9,0.13,0.21,4.5,3.15,7.64,0.1,0.8,17,0,0,0.6,3,0.4,1.04,6.18,74.34,14.45,5.77,27.46,7.44,0.36,49.361,127.86,71,185
1,742,61.4,30.6,6,1,6,1.2,2.6,29,340,310,30,65,5.3,8,0,8,0.14,0.32,5.2,4.56,9.76,0.05,2.2,17,0,0,0.3,1.5,0.2,2.13,11.93,106.9,37.92,6.21,53.15,19.79,0.73,110.854,221.05,80,268
1,604,69.6,20.4,7,1.1,6,1.1,1.98,28,227,332,18.6,65,3.85,10,0,10,0.121,0.2,4.33,3.04,7.37,0.1,0.9,16,0,0,0.6,2.84,0.45,2.74,5.76,69.21,13.45,5.38,35.28,6.93,0.52,55.664,486.78,70,179
1,840,59,29.7,9.1,1,6,1.1,2.47,28,323,297,28,63,5.02,10,0,10,0.131,0.299,5.32,4.42,9.74,0.05,2.3,16,0,0.1,0.3,1.51,0.24,3.6,11.15,99.94,35.45,5.81,59.19,18.5,0.83,113.146,463.64,80,260
1,786,65.1,19.4,12.3,1,6,1,1.82,26,209,306,16.6,60,3.5,13,0,13,0.108,0.186,4.08,2.89,6.97,0.1,1.2,15,0,0.1,0.5,2.61,0.52,5.19,5.15,61.84,12.02,4.8,46.49,6.19,0.75,64.709,1001.83,69,170
1,959,56,28.5,12.8,0.9,6,1,2.32,26,303,281,25.7,60,4.68,13,0,13,0.12,0.274,5.46,4.25,9.71,0.06,2.3,15,0,0.2,0.3,1.51,0.29,5.37,10.22,91.57,32.48,5.32,66.47,16.95,0.95,115.901,755.38,79,250
1,671,68,28.6,5,1.1,8,1.2,1.9,30,240,330,10,71,2.8,9,0,9,0.13,0.2,7.3,4.27,11.56,0.19,0.6,17,0,0,0.6,3,0.51,1.8,7.42,84.87,25.78,5.22,40.44,8.56,0.45,74.791,209.08,73,251
1,843,61.4,29.8,9.1,1.1,11,1.2,2.8,32,260,330,23,74,4.2,8,0,8,0.14,0.28,6.9,4.44,11.34,0.09,1.2,17,0,0,0.3,1.5,0.2,3.35,14,129.54,72.94,7,86.61,25.17,1,184.718,468.21,92,261
1,856,63.5,26.6,10.9,1,8,1.1,1.73,27,219,303,8.9,65,2.55,11,0,11,0.115,0.185,6.7,3.96,10.66,0.18,0.9,15,0,0.1,0.5,2.74,0.57,4.49,6.59,75.33,22.89,4.63,51.71,7.6,0.7,82.2,784.62,72,233
1,953,58.4,28.7,12.6,1.1,11,1.1,2.63,30,246,313,21.2,70,3.95,10,0,10,0.129,0.258,6.91,4.28,11.19,0.09,1.3,16,0,0.1,0.3,1.51,0.25,5.02,12.91,119.4,67.23,6.45,91.26,23.2,1.1,181.695,740.3,91,252
1,1276,53.1,22.1,24.4,0.9,7,0.8,1.35,21,172,242,6.3,53,1.97,18,0,18,0.082,0.152,5.35,3.28,8.64,0.16,1.4,12,0,0.3,0.4,2.15,0.72,10.61,4.69,53.64,16.3,3.3,77.33,5.41,1.26,99.045,2093.08,69,193
1,1154,53,26.8,18.9,1,10,0.9,2.33,27,221,281,17.9,64,3.49,15,0,15,0.109,0.218,6.92,4,10.92,0.09,1.6,14,0,0.4,0.2,1.52,0.33,8.06,10.92,100.97,56.85,5.46,99.72,19.62,1.28,176.193,1235.41,88,235
1,602,71.6,20.4,6.9,1,13,1.2,1.77,20,195,270,0,57,3.72,12,0,12,0.09,0.19,11.16,3.04,14.2,0.56,1.7,17,0,0,0.6,3,0.74,2.32,13.83,166.24,32.32,12.91,61.42,16.65,0.82,110.386,285.93,60,179
1,729,64.3,24.4,8.5,1.3,11,1.2,5,28,206,291,10,74,4.8,11,0,11,0.16,0.26,7.6,3.64,11.24,0.1,2.1,0,0,0,0.2,0.75,0.43,3.12,17.52,157.06,55.72,9.12,78.08,29.07,1.07,162.873,324.78,82,214
1,680,64,27.8,5.6,1,5,1.2,2.7,24,230,270,30,58,4.7,8,0,8,0.15,0.34,5.5,4.15,9.64,0.05,2.3,17,0,0,0.3,1.5,0.3,1.98,11.13,99.77,35.39,5.8,49.6,18.47,0.68,103.464,206.31,85,244
1,779,61.5,27.1,8.6,1,5,1.1,2.57,23,221,260,28.1,56,4.47,10,0,10,0.141,0.319,5.6,4.03,9.64,0.05,2.3,16,0,0.1,0.3,1.51,0.33,3.42,10.43,93.48,33.16,5.43,55.68,17.3,0.78,106.147,442.01,84,237
1,858,59.4,26.5,11,0.9,5,1.1,2.47,22,213,252,26.6,55,4.28,11,0,11,0.133,0.302,5.67,3.94,9.62,0.06,2.4,15,0,0.2,0.3,1.51,0.36,4.56,9.87,88.49,31.39,5.14,60.51,16.38,0.86,108.281,629.45,84,232
1,512,72.8,21.5,4,1.1,5,1.2,2.15,26,225,325,20,66,3.75,9,0,9,0.13,0.21,4.45,3.21,7.65,0.1,0.8,17,0,0,0.6,3,0.4,1.28,7.64,91.76,17.84,7.13,33.9,9.19,0.45,60.931,157.83,70,189
1,711,62.7,29.2,5.8,1,5,1.2,2.65,26,285,290,30,62,5,8,0,8,0.145,0.33,5.35,4.35,9.7,0.05,2.2,17,0,0,0.3,1.5,0.25,2.06,11.53,103.33,36.66,6,51.38,19.13,0.7,107.159,213.68,82,256
1,633,69.7,20.8,7.6,1.1,5,1.1,2.03,25,214,309,18.7,63,3.53,10,0,10,0.121,0.201,4.29,3.09,7.39,0.1,0.9,16,0,0,0.6,2.84,0.45,2.93,7.12,85.62,16.64,6.65,41.1,8.58,0.6,66.316,505.68,70,182
1,810,60.2,28.4,8.8,1,5,1.1,2.52,25,272,278,28.1,59,4.74,10,0,10,0.136,0.309,5.46,4.23,9.69,0.05,2.3,16,0,0.1,0.3,1.51,0.29,3.51,10.79,96.71,34.31,5.62,57.44,17.9,0.8,109.647,452.83,82,249
