Food Name,"Energy, with dietary fibre",Moisture (water),Protein,Total Fat,Ash,Calcium (Ca),Iodine (I),Iron (Fe),Magnesium (Mg),Phosphorus (P),Potassium (K),Selenium (Se),Sodium (Na),Zinc (Zn),Retinol (preformed vitamin A),Beta-carotene,Vitamin A retinol equivalents,Thiamin (B1),Riboflavin (B2),Niacin (B3),Niacin derived from tryptophan,Niacin derived equivalents,Pyridoxine (B6),Cobalamin (B12),Total folates,Vitamin C,Cholecalciferol (D3),25-hydroxy cholecalciferol (25-OH D3,Vitamin D3 equivalents,Vitamin E,Total saturated fatty acids,,,,,,,,Total long chain omega 3 fatty acids,,Cholesterol,
1,784,65.9,19.9,12.1,1,5,1,1.89,23,199,289,17,59,3.26,12,0,12,0.111,0.189,4.08,2.96,7.04,0.1,1.1,15,0,0.1,0.5,2.65,0.51,4.98,6.51,78.22,15.21,6.08,50.12,7.83,0.78,73.161,938.28,69,174
1,908,57.7,27.5,11.9,0.9,5,1,2.4,24,258,267,26.2,57,4.48,12,0,12,0.127,0.288,5.56,4.1,9.66,0.06,2.3,15,0,0.2,0.3,1.51,0.32,4.96,10.04,90.03,31.94,5.23,63.49,16.66,0.91,112.091,692.41,81,241
1,546,72.8,21.9,4.7,1.1,4,1.2,2.2,23,210,300,20,63,3.4,9,0,9,0.13,0.21,4.4,3.26,7.66,0.1,0.8,17,0,0,0.6,3,0.4,1.52,9.08,109.18,21.22,8.48,40.34,10.94,0.54,72.5,187.79,70,192
1,769,61.7,30.8,6.6,1.5,6,1.4,2.94,28,251,359,28.2,75,4.79,9,0,9,0.11,0.266,4.96,4.59,9.56,0.09,0.8,16,0,0,0.8,3.8,0.45,2.15,12.79,153.78,29.89,11.94,56.82,15.4,0.76,102.113,264.5,99,270
1,662,69.8,21.2,8.2,1.1,4,1.1,2.08,22,200,286,18.7,60,3.21,10,0,10,0.121,0.201,4.24,3.16,7.4,0.1,0.9,16,0,0,0.6,2.85,0.45,3.11,8.49,102.03,19.84,7.92,46.91,10.22,0.68,76.968,524.58,69,186
1,863,59.3,29.9,9.6,1.5,6,1.3,2.8,26,241,343,26.4,72,4.55,11,0,11,0.103,0.249,5.09,4.45,9.55,0.09,1,16,0,0.1,0.7,3.66,0.47,3.57,11.99,144.09,28.01,11.19,62.44,14.43,0.85,104.881,496.53,97,262
1,782,66.7,20.4,11.8,1,4,1,1.96,21,189,272,17.3,58,3.02,12,0,12,0.113,0.191,4.08,3.04,7.12,0.1,1,15,0,0.1,0.5,2.69,0.49,4.76,7.87,94.59,18.39,7.35,53.75,9.47,0.82,81.613,874.73,69,179
1,937,57.4,29.2,11.9,1.4,6,1.2,2.69,25,232,331,25,70,4.36,13,0,13,0.098,0.236,5.19,4.35,9.54,0.09,1.1,15,0,0.2,0.7,3.55,0.49,4.7,11.35,136.38,26.51,10.59,66.91,13.66,0.93,107.083,681.05,96,256
1,477,72.4,23.9,1.9,1.3,15,1.2,1.9,24,240,350,20,110,5.7,0,0,0,0.05,0.22,3.9,3.57,7.46,0.1,0.8,17,0,0,0.6,3,0.3,0.82,0,0,0,0,4.46,0,0.08,4.461,134.01,71,210
1,755,61.1,34.6,4.5,1,20,1.2,3.6,25,340,260,30,83,10,0,0,0,0.02,0.22,2.6,5.15,7.76,0.05,2.2,17,0,0,0.3,1.5,0.2,2,0,0,0,0,11.83,0,0.19,11.83,243.2,80,303
1,617,68.9,22.9,6.2,1.2,14,1.1,1.79,23,226,330,18.5,103,5.3,3,0,3,0.046,0.209,3.75,3.42,7.16,0.1,1,16,0,0.1,0.6,2.82,0.36,2.73,0,0,0,0,14.9,0,0.28,14.898,531.99,70,201
1,852,58.7,33.4,7.7,1,19,1.1,3.41,24,323,250,28,79,9.41,3,0,3,0.019,0.206,2.89,4.98,7.87,0.05,2.3,16,0,0.1,0.3,1.51,0.24,3.48,0,0,0,0,20.57,0,0.32,20.568,484.35,80,293
1,785,64.8,21.7,11.3,1.2,13,1,1.65,21,209,306,16.6,95,4.83,6,0,6,0.042,0.195,3.58,3.23,6.81,0.1,1.2,15,0,0.1,0.5,2.61,0.43,5,0,0,0,0,27.35,0,0.51,27.351,1006.86,69,190
1,965,55.8,32,11.4,0.9,18,1,3.19,23,304,239,25.8,75,8.73,6,0,6,0.017,0.189,3.22,4.78,7.99,0.06,2.3,15,0,0.2,0.3,1.51,0.28,5.2,0,0,0,0,30.73,0,0.48,30.729,764.77,79,281
1,528,72.7,21.9,4.2,1.1,5,1.2,2.2,27,250,340,15,53,4.3,9,0,9,0.13,0.2,4.2,3.26,7.46,0.09,0.7,17,0,0,0.6,3,0.4,1.36,8.12,97.56,18.97,7.58,36.05,9.77,0.48,64.787,167.82,78,192
1,763,62,28.1,7.7,1.3,5,1.2,3.7,27,290,390,17,59,2.6,8,0,8,0.15,0.34,5.4,4.18,9.59,0.05,2.3,17,0,0,0.3,1.5,0.2,2.73,15.3,137.18,48.67,7.97,68.2,25.39,0.93,142.263,283.68,96,246
1,776,59.9,32.2,6.2,1.6,8,0.9,3.07,26,239,275,21,43,6.01,9,0,9,0.057,0.176,3.71,4.79,8.51,0.07,0.6,14,0,0,0.8,3.97,0.47,2,11.94,143.48,27.89,11.15,53.01,14.37,0.71,95.275,246.79,115,282
1,578,71.4,21.6,5.7,1.1,5,1.2,2.15,26,245,333,14.6,52,4.19,9,0,9,0.126,0.196,4.14,3.21,7.36,0.09,0.8,16,0,0,0.6,2.94,0.42,2.05,7.89,94.82,18.43,7.37,38.99,9.5,0.54,66.92,312.86,78,189
1,781,61.6,28,8.3,1.3,5,1.2,3.66,27,287,387,16.8,59,2.58,8,0,8,0.148,0.336,5.42,4.17,9.59,0.05,2.3,17,0,0,0.3,1.5,0.21,3,15.12,135.48,48.06,7.87,69.17,25.08,0.95,142.31,329.11,96,245
1,794,59.4,32,6.8,1.6,8,0.9,3.04,26,237,273,20.7,43,5.94,10,0,10,0.056,0.174,3.75,4.78,8.52,0.07,0.6,13,0,0,0.8,3.94,0.48,2.29,11.79,141.7,27.55,11.01,54.17,14.19,0.73,95.905,292.68,114,281
2,469,74.4,24.1,1.6,1.2,6,0.8,0.54,26,240,420,27.5,46,1.55,0,0,0,0.84,0,9.4,4.78,14.18,0.57,0.2,57,0,0.4,0,0.4,0.2,0.54,7.28,49.5,0,7.28,8.74,4.37,0.27,13.104,5.82,48,281
2,656,62.6,32.5,2.8,1.2,6,0.8,0.7,29,260,450,33.5,46,2.61,0,0,0,1.4,0.14,8.2,6.46,14.65,0.46,0.3,8,0,0.4,0,0.4,0,1.07,5.1,25.48,0,0,7.64,5.1,0.36,12.74,10.19,130,380
2,643,71.2,22.7,7,1.1,6,0.8,0.54,25,228,398,25.8,44,1.46,2,0,2,0.79,0,8.94,4.51,13.44,0.54,0.3,53,0,0.8,0,0.81,0.21,2.43,6.7,50.77,0,6.7,8.04,4.02,0.79,12.056,31.47,47,265
2,825,59.8,30.6,8.2,1.2,7,0.7,0.67,27,250,427,32.4,45,2.44,1,0,1,1.305,0.138,7.8,6.07,13.88,0.43,0.4,8,0,0.8,0,0.85,0.03,3.22,4.69,28.83,0,0,7.03,4.69,0.86,11.721,36.33,123,357
2,502,74.3,22.8,3.1,1.1,6,0.8,0.84,27,230,465,18.5,59,2.4,0,0,0,0.74,0.27,9.2,4.52,13.73,0.44,0.5,4,0,0.4,0,0.4,0.21,1.02,8.46,62.06,2.82,8.46,11.28,8.46,0.51,22.568,14.1,69,266
2,647,64.4,31.3,3.1,1.5,7,0.8,1.15,30,220,465,29,90,3.75,0,0,0,0.94,0.26,5.5,6.22,11.72,0.35,0.7,22,0,0.4,0,0.4,0,1.02,8.46,62.06,2.82,8.46,11.28,8.46,0.51,22.568,14.1,82,366
2,433,74.3,23.1,1.1,1.4,4,0.8,0.86,26,240,390,17.5,42,1.75,0,0,0,1.5,0,9.7,4.59,14.29,0.73,0.3,32,0,0.4,0,0.4,0.31,0.38,1,5,0,1,1,1,0.11,2.002,5,47,270
2,566,66,28.5,2.2,1.5,4,0.8,0.98,27,270,390,28.5,44,2.4,0,0,0,1.5,0,10.7,5.66,16.36,0.63,0.2,44,0,0.4,0,0.4,0.11,0.76,2,10.01,0,2,2,2,0.23,4.004,10.01,56,333
2,2042,39.2,9.6,50.8,0.5,26,0.8,0.9,9,110,160,0,47,0.9,50,0,50,0.28,0.14,2.4,1.9,4.3,0.3,0.4,4,0,5.5,0,5.5,0.29,19.51,0,96.82,0,0,0,96.82,6.15,96.825,242.06,92,112
2,2179,34.5,11.5,53.6,0.7,28,0.8,1,11,120,190,16.8,86,0.9,46,0,46,0.32,0.15,3,2.28,5.28,0.29,0.9,8,0,6,0,6,0.13,20.43,51.08,102.16,0,0,0,102.16,6.64,102.162,255.4,90,134
2,476,74.2,19.5,3.9,1.1,16,0.8,1.2,22,200,380,12,73,3,0,0,0,0.74,0.3,4.2,3.88,8.07,0.63,0.5,45,0,0.4,0,0.4,0,1.42,10.65,67.43,0,7.1,21.29,14.2,0.6,35.49,14.2,62,228
2,680,64.1,26.3,6.3,1.1,22,0.8,1.6,24,220,410,33.5,73,4,0,0,0,0.75,0.32,4.1,5.22,9.32,0.55,0.7,43,0,0.4,0,0.4,0,2.41,11.47,57.33,0,0,17.2,11.47,0.8,28.665,22.93,83,307
2,771,62.3,25.4,9.2,1.1,22,0.8,1.56,23,214,397,32.5,74,3.81,3,0,3,0.724,0.31,4.03,5.05,9.08,0.53,0.7,41,0,0.7,0,0.74,0.01,3.5,13.87,60.05,0,0,16.16,16.96,1.16,33.119,37.02,83,297
2,785,67.3,17.5,13.2,1,18,0.8,1.14,19,182,337,9.6,68,2.58,10,0,10,0.649,0.268,3.84,3.49,7.32,0.56,0.5,37,0,1.4,0,1.41,0.06,5,8.54,73.24,0,5.7,17.09,30.52,1.69,47.604,59.2,68,205
2,988,58,23.3,16,1,23,0.8,1.48,21,199,365,30.1,76,3.36,9,0,9,0.662,0.285,3.87,4.62,8.49,0.5,0.7,36,0,1.5,0,1.55,0.03,6.1,19.59,66.52,0,0,13.67,30.07,2,43.739,70.61,84,272
2,447,74.4,19.6,3.1,1.1,11,0.8,1.1,21,200,370,15,75,2.7,0,0,0,0.66,0.27,3.8,3.88,7.68,0.63,0.3,45,0,0.4,0,0.4,0,1.13,8.46,53.6,0,5.64,16.93,11.28,0.48,28.21,11.28,60,228
2,658,64.8,24.8,6.4,1,15,0.8,1.6,23,220,380,33.5,76,3.7,0,0,0,0.67,0.34,4,4.91,8.91,0.55,0.5,43,0,0.4,0,0.4,0,2.45,11.65,58.24,0,0,17.47,11.65,0.82,29.12,23.3,69,289
2,748,62.9,24,9.2,1,16,0.8,1.56,22,214,369,32.5,77,3.53,3,0,3,0.649,0.329,3.94,4.76,8.7,0.53,0.5,41,0,0.7,0,0.73,0.01,3.52,14,60.86,0,0,16.43,17.05,1.16,33.481,37.15,70,280
2,762,67.4,17.6,12.5,1,14,0.8,1.06,19,182,329,12,69,2.34,10,0,10,0.585,0.244,3.52,3.49,7.01,0.56,0.3,37,0,1.4,0,1.41,0.06,4.76,6.79,62.13,0,4.53,13.58,28.17,1.6,41.755,56.84,66,205
2,901,59.9,22.6,14,1,17,0.8,1.5,21,204,350,30.8,78,3.25,7,0,7,0.614,0.31,3.84,4.49,8.33,0.51,0.6,37,0,1.3,0,1.3,0.02,5.32,17.96,65.27,0,0,14.68,26.13,1.75,40.807,60.43,72,264
2,685,69.1,21.6,8.6,1.2,4,0.8,0.8,22,216,357,17,48,2.31,4,0,4,0.76,0.211,5.67,4.28,9.95,0.31,0.8,32,0,1.3,0,1.28,0.21,3.05,4.14,47.66,0,10.64,12.3,10.64,1.2,22.94,39.95,69,252
2,926,59,31.2,10.7,1.3,6,0.8,1.37,26,221,418,29.4,54,3.29,4,0,4,0.818,0.299,4.08,6.19,10.27,0.28,0.8,3,0,1.5,0,1.47,0.08,3.75,9.21,81.87,0,15.63,19.31,15.63,1.55,34.937,48.67,84,364
2,2603,34.6,8.6,66.4,0.5,3,0.8,0.6,8,100,140,4.8,23,0.46,26,0,26,1.1,0.07,4.1,1.7,5.81,0.3,0.9,4,0,5.5,0,5.5,0.51,23.86,0,126.56,0,0,0,0,8.23,0,379.68,38,100
2,2191,35.2,12,53.7,0.8,4,0.8,0.66,14,100,230,23.8,36,0.58,35,0,35,0.52,0,3.6,2.38,5.98,0.29,1.4,8,0,6,0,6,0.43,19.29,0,102.35,0,0,0,0,6.65,0,307.06,32,140
2,466,74.6,23.5,1.8,1.3,4,0.8,0.81,25,240,382,17.1,50,1.76,0,0,0,1.115,0.048,10.55,4.66,15.21,0.63,0.2,45,0,0.4,0,0.4,0.15,0.59,8.6,62.65,0.41,7.78,10.24,6.14,0.34,16.791,6.55,48,274
2,589,67.8,28.8,2.7,1.4,5,0.8,0.97,27,250,409,23.1,54,2.51,0,0,0,1.118,0.05,7.28,5.71,12.99,0.55,0.5,43,0,0.4,0,0.4,0,0.89,12.9,93.98,0.61,11.67,15.36,9.21,0.51,25.184,9.83,58,336
2,487,74.2,23.3,2.4,1.3,4,0.8,0.81,25,239,380,17,49,1.75,0,0,0,1.115,0.048,10.49,4.62,15.12,0.63,0.2,44,0,0.4,0,0.45,0.15,0.82,8.52,63.28,0.41,7.7,10.14,6.08,0.42,16.627,10.2,48,272
2,603,67.5,28.6,3.1,1.4,5,0.8,0.97,27,249,407,23.1,54,2.5,0,0,0,1.113,0.05,7.24,5.68,12.92,0.55,0.5,42,0,0.4,0,0.45,0,1.05,12.78,94.05,0.61,11.57,15.22,9.13,0.57,24.962,12.44,58,334
2,2694,32.9,7.9,69.2,0.4,16,0,0.29,6,91,104,6,24,0.37,17,0,17,0.172,0.108,1.6,1.56,3.16,0.06,1.1,4,0,5.5,0,5.5,0.36,27.29,0,65.95,0,0,0,0,6.46,0,329.74,46,92
2,2765,28.4,8.8,70.7,0.6,17,0.4,0.36,9,130,159,20.4,33,0.43,17,0,17,0.21,0.113,3.17,1.73,4.91,0.07,1.1,8,0,6,0,6,0.35,27.88,0,67.38,0,0,0,0,6.6,0,336.89,41,102
2,461,73.8,23.2,1.8,1.2,11,0,0.46,26,220,426,0,52,1.29,0,0,0,0.755,0.145,6.82,4.61,11.43,0.34,0.2,36,0,0.4,0,0.4,0.17,0.62,6.55,46.36,3.6,6.55,7.37,5.73,0.27,16.708,6.55,48,271
2,687,63.2,30.6,4.5,1.4,16,0.4,0.64,24,250,400,35,58,1.8,0,0,0,0.857,0.148,9.25,6.07,15.33,0.3,0.2,20,0,0.4,0,0.4,0,1.56,16.38,115.89,9.01,16.38,18.43,14.33,0.66,41.77,16.38,71,357
2,573,71.7,22.4,5.2,1.2,11,0,0.45,25,214,410,0.3,51,1.24,1,0,1,0.726,0.143,6.56,4.45,11.02,0.33,0.2,34,0,0.7,0,0.66,0.18,1.96,6.22,47.34,3.42,6.22,7,5.45,0.58,15.873,22.71,48,262
2,791,61.5,29.5,7.8,1.3,16,0.4,0.63,23,244,388,34.3,57,1.73,1,0,1,0.825,0.146,8.95,5.87,14.81,0.28,0.3,19,0,0.7,0,0.68,0.02,2.87,15.56,113.46,8.56,15.56,17.51,13.62,0.96,39.682,32.4,70,345
2,705,69.3,21.5,9.2,1.1,11,0,0.44,24,206,391,0.7,49,1.19,2,0,2,0.691,0.141,6.25,4.27,10.53,0.31,0.3,33,0,1,0,0.96,0.19,3.54,5.84,48.5,3.21,5.84,6.57,5.11,0.94,14.883,41.85,48,251
2,930,59.1,28,12.3,1.3,16,0.4,0.61,22,236,372,33.3,55,1.64,2,0,2,0.781,0.144,8.54,5.58,14.11,0.27,0.3,19,0,1.1,0,1.06,0.04,4.64,14.46,110.2,7.95,14.46,16.27,12.65,1.36,36.875,53.94,67,328
2,843,67.5,21,13.1,1.1,5,0.8,0.53,23,198,373,23.8,42,1.37,5,0,5,0.731,0,8.42,4.18,12.6,0.5,0.4,49,0,1.3,0,1.28,0.2,4.6,6.02,52.22,0,6.02,7.23,3.62,1.39,10.845,61.09,46,246
2,1240,52.2,30.9,19.3,1.6,8,1.1,0.76,34,289,543,35,61,2.01,6,0,6,1.06,0,12.19,6.14,18.33,0.72,0.5,72,0,1.7,0,1.69,0.26,6.77,8.86,76.8,0,8.86,10.63,5.32,2.05,15.948,89.84,68,361
2,2941,30.6,5.2,77.1,0.3,4,0.8,0.16,4,91,69,3.8,27,0.22,28,0,28,0.19,0.1,2.4,1.04,3.43,0.05,1.1,11,0,5.5,0,5.5,0.36,29.02,0,146.95,0,0,73.48,73.48,10.8,146.952,367.38,38,61
2,2629,30.8,8.8,67,0.4,3,0.8,0.27,8,130,145,20.1,40,0.44,2,0,2,0.72,0.15,10,1.75,11.75,0.17,0.4,8,0,6,0,6,0.35,25.22,0,127.7,0,0,63.85,63.85,9.39,127.702,319.26,33,103
2,478,73.8,23.3,2.2,1.2,6,0.8,0.41,25,220,370,25,52,1.6,0,0,0,0.73,0.13,8.8,4.62,13.43,0.12,0.5,36,0,0.4,0,0.4,0.17,0.75,6.01,32.03,0,6.01,6.01,4,0.32,10.01,8.01,46,272
2,860,62.2,31.9,8.6,1.2,7,0.8,0.52,25,250,340,43.5,57,2.55,0,0,0,0.72,0.15,10,6.34,16.33,0.17,0.4,15,0,0.4,0,0.4,0,2.94,23.48,125.22,0,23.48,23.48,15.65,1.27,39.13,31.3,57,373
2,943,65.7,19.9,16.4,1,6,0.8,0.36,21,196,313,21,47,1.34,5,0,5,0.628,0.124,7.59,3.94,11.54,0.11,0.6,31,0,1.4,0,1.36,0.21,6.1,4.87,53.76,0,4.87,18.76,17.14,2.3,35.906,75.97,44,232
2,1093,58.1,28.9,16.3,1.1,7,0.8,0.49,23,234,314,40.4,55,2.27,0,0,0,0.72,0.15,10,5.73,15.73,0.17,0.4,14,0,1.1,0,1.14,0.05,5.87,20.39,125.54,0,20.39,28.8,22,2.34,50.795,69.23,54,337
2,2642,34.2,6.3,68.5,0.4,5,0.8,0.48,8,91,150,5.9,22,0.48,30,0,30,0.21,0,3.7,1.26,4.95,0.15,0.9,11,0,5.5,0,5.5,0.36,24.09,0,65.28,0,0,0,0,6.79,0,326.4,38,74
2,2307,33.1,14.9,55.5,0.8,16,0.8,0.7,18,130,340,21.4,47,0.91,24,0,24,0.39,0,7.3,2.96,10.26,0.15,1,11,0,6,0,6,0.35,19.52,0,52.89,0,0,0,0,5.5,0,264.46,46,174
2,469,74.4,24.1,1.6,1.2,6,0.8,0.54,26,220,420,27.5,46,1.55,0,0,0,0.84,0,9.4,4.78,14.18,0.57,0.2,57,0,0.4,0,0.4,0.17,0.54,7.28,49.5,0,7.28,8.74,4.37,0.27,13.104,5.82,48,281
2,631,65.4,29.5,3.5,1.3,6,0.8,0.63,29,250,455,33.8,52,1.85,0,0,0,0.82,0,6.3,5.87,12.16,0.46,0.3,8,0,0.4,0,0.4,0,1.19,15.92,108.29,0,15.92,19.11,9.56,0.59,28.665,12.74,63,345
2,615,71.7,22.9,6.1,1.1,6,0.8,0.54,25,211,402,26,44,1.48,2,0,2,0.798,0,9.02,4.56,13.57,0.54,0.3,54,0,0.7,0,0.74,0.18,2.12,6.79,50.56,0,6.79,8.15,4.07,0.71,12.223,27.37,47,268
2,891,59.1,33.2,8.8,1.7,6,0.9,0.63,35,277,497,37.8,58,2.14,2,0,2,0.815,0,10.53,6.6,17.12,0.58,0.4,67,0,1,0,0.97,0.22,3.08,9.84,73.28,0,9.84,11.81,5.9,1.02,17.715,39.66,69,388
2,724,70.9,19.5,10.6,1,8,1.1,0.93,20,170,330,13.5,58,2.2,5,0,5,0.72,0.16,7,3.88,10.87,0.41,0.5,9,0,0.4,0,0.4,0,4,20.14,80.56,0,20.14,20.14,20.14,1.37,40.28,70.49,54,228
2,842,63.1,25.4,11,1.1,12,1.5,1.22,22,180,350,26.2,59,3.02,2,0,2,0.7,0.1,10.7,5.05,15.75,0.42,0.6,10,0,0.4,0,0.4,0,4.17,21,83.98,0,21,21,21,1.43,41.99,73.48,57,297
2,1842,43.6,11.3,44.6,0.7,5,0.8,0.64,12,100,200,7.3,38,0.94,24,0,24,0.33,0.17,4.1,2.24,6.34,0.18,1,3,0,5.5,0,5.5,0.51,16.02,0,127.51,0,42.5,42.5,42.5,5.91,85.008,212.52,76,132
2,1961,38.4,16.3,45.5,0.9,6,0.8,1.45,22,100,345,22.8,54,1.55,19,0,19,0.64,0.25,2.3,3.23,5.54,0.22,1,7,0,6,0,6,0.43,16.35,0,130.08,0,43.36,43.36,43.36,6.03,86.724,216.81,65,190
2,444,74.4,23.7,1.1,1.3,4,0.8,0.83,24,240,390,19,50,2.6,0,0,0,0.85,0.22,6,4.71,10.71,0.34,0.7,38,0,0.4,0,0.4,0.15,0.35,5,31.03,0,4,6.01,4,0.22,10.01,4,68,277
2,682,63.8,34.7,2.5,1.4,6,0.8,1.35,27,250,435,31,54,3.7,0,0,0,0.86,0.31,4.5,6.89,11.39,0.3,0.7,2,0,0.4,0,0.4,0,0.79,11.38,70.52,0,9.1,13.65,9.1,0.5,22.75,9.1,89,405
2,472,73.8,23.5,2,1.3,4,0.8,0.83,24,237,386,18.8,50,2.57,0,0,0,0.84,0.219,5.96,4.66,10.62,0.34,0.7,37,0,0.5,0,0.5,0.16,0.66,4.9,32.96,0,4.77,6.74,4.77,0.33,11.51,8.17,68,274
2,699,63.5,34.5,3.1,1.4,6,0.8,1.35,27,248,434,30.9,54,3.67,0,0,0,0.857,0.309,4.47,6.85,11.31,0.3,0.7,2,0,0.5,0,0.47,0.01,0.99,11.23,71.3,0,9.54,14.04,9.54,0.57,23.582,11.8,89,403
2,416,74.5,22.1,1.1,1.4,4,0.8,0.88,25,240,385,10.5,48,2,0,0,0,1.2,0,9.7,4.39,14.09,0.68,0.2,41,0,0.4,0,0.4,0.15,0.35,6.01,46.05,0,6.01,8.01,5,0.26,13.013,4,46,258
2,563,66.2,29.4,1.7,1.5,5,0.8,1.1,25,250,390,23.2,51,2.9,0,0,0,1.2,0,10.4,5.83,16.24,0.59,0.4,25,0,0.4,0,0.4,0,0.54,9.28,71.16,0,9.28,12.38,7.74,0.4,20.111,6.19,62,343
2,508,73.6,25.3,2.1,1.2,5,0.8,0.84,25,240,365,16.5,50,1.7,0,0,0,1.1,0.07,11.5,5.03,16.52,0.71,0.2,35,0,0.4,0,0.4,0.15,0.7,9.56,64.97,0,7.64,11.47,5.73,0.39,17.199,7.64,45,296
2,627,65.7,28.6,3.8,1.4,5,0.8,0.94,26,250,380,28.8,52,2.4,0,0,0,1.1,0.07,5.3,5.68,10.98,0.6,0.4,27,0,0.4,0,0.4,0,1.26,17.29,117.57,0,13.83,20.75,10.37,0.7,31.122,13.83,57,334
2,568,72.4,24.8,4,1.2,5,0.8,0.83,25,236,359,16.2,49,1.66,1,0,1,1.1,0.07,11.29,4.93,16.22,0.7,0.2,34,0,0.5,0,0.55,0.16,1.37,9.28,66.75,0,7.42,11.14,5.57,0.62,16.704,18.36,45,290
2,836,59.5,36.5,5.8,1.7,5,0.9,0.97,34,312,448,23.8,65,2.45,1,0,1,1.132,0.103,13.28,7.24,20.53,0.75,0.3,43,0,0.7,0,0.72,0.19,2.01,13.65,98.16,0,10.92,16.38,8.19,0.91,24.565,27,66,426
2,2124,40,10.7,52.5,0.5,9,0.8,0.56,10,110,190,5.7,30,1.04,17,0,17,0.33,0.08,3.8,2.13,5.92,0.22,1,4,0,5.5,0,5.5,0.29,22.16,0,0,0,0,0,0,4.05,0,300.2,48,125
2,2076,37.6,12.2,50.5,0.6,9,0.8,0.88,14,240,280,20.7,41,1.45,5,0,5,0.37,0.14,4.2,2.41,6.62,0.14,1,3,0,6,0,6,0,21.32,0,0,0,0,0,0,3.9,0,288.76,46,142
2,631,73,20.6,7.6,1,4,0.8,0.78,20,220,355,13,49,2.7,0,0,0,0.65,0.19,9.6,4.1,13.69,0.35,0.7,12,0,0.4,0,0.4,0.27,2.68,13.83,82.99,0,13.83,20.75,13.83,1.04,34.58,27.66,50,241
2,964,61,30.6,12,1.2,8,0.8,1.35,25,240,430,12,57,4.6,0,0,0,0.52,0.28,8.1,6.07,14.18,0.24,0.9,11,0,0.4,0,0.4,0,4.23,21.84,131.04,0,21.84,32.76,21.84,1.64,54.6,43.68,74,357
2,893,67.2,18.9,15.5,0.9,5,0.8,0.74,18,201,326,11.7,46,2.41,3,0,3,0.594,0.171,8.58,3.74,12.33,0.33,0.7,11,0,1.3,0,1.29,0.27,6.09,11.41,68.47,0,11.41,17.12,11.41,1.56,28.529,75.36,50,220
2,1024,59.7,29.6,14.1,1.2,8,0.8,1.32,24,240,422,12.5,56,4.43,0,0,0,0.512,0.272,7.89,5.88,13.77,0.24,0.9,11,0,0.7,0,0.7,0,5.15,20.66,123.96,0,20.66,30.99,20.66,1.76,51.652,56.91,72,346
2,456,74.4,22.5,2,1.2,4,0.8,0.79,26,240,410,25,53,1.85,0,0,0,0.96,0.07,11,4.47,15.47,0.51,0.5,52,0,0.4,0,0.4,0.15,0.68,9.1,65.52,1.82,9.1,9.1,5.46,0.31,16.38,7.28,60,263
2,585,66,27.9,3,1.3,5,0.8,0.97,28,250,425,32.5,59,2.55,0,0,0,0.92,0.06,9,5.54,14.54,0.45,0.5,76,0,0.4,0,0.4,0,1.03,13.65,98.28,2.73,13.65,13.65,8.19,0.46,24.57,10.92,63,326
2,475,74.1,22.4,2.6,1.2,4,0.8,0.79,26,239,408,24.8,53,1.84,0,0,0,0.961,0.07,10.94,4.44,15.38,0.51,0.5,52,0,0.4,0,0.44,0.15,0.89,9.02,66.05,1.8,9.02,9.02,5.41,0.38,16.237,10.52,60,261
2,1198,60.3,18.1,24,0.9,12,0,0.4,19,177,320,2,43,0.99,6,0,6,0.563,0.133,5.1,3.6,8.7,0.25,0.5,25,0,2.1,0,2.08,0.23,9.42,4.39,52.82,2.42,4.39,4.94,3.84,2.31,11.194,113.2,47,212
2,1663,43.4,27.4,32.4,1.4,17,0,0.6,23,233,396,2.7,54,1.49,4,0,4,0.542,0.189,6.67,5.44,12.1,0.28,0.6,37,0,2.6,0,2.55,0.28,12.68,6.74,76.81,3.71,6.74,7.59,5.9,3.13,17.199,152.22,70,320
2,466,74.4,22.4,2.3,1.2,5,0.8,0.75,26,220,385,26.5,46,2.05,0,0,0,0.87,0.24,9.8,4.45,14.25,0.51,0.4,20,0,0.4,0,0.4,0.17,0.75,8.37,64.88,0,8.37,10.46,6.28,0.42,16.744,12.56,50,262
2,623,64.8,31.2,2.5,1.3,5,0.8,0.9,33,270,470,37.5,58,2.65,0,0,0,1.05,0.22,11,6.19,17.2,0.26,0.6,30,0,0.4,0,0.4,0,0.82,9.1,70.52,0,9.1,11.38,6.82,0.46,18.2,13.65,59,364
2,482,74.2,24,2,1.5,4,0.8,0.73,25,240,370,16.5,48,1.5,0,0,0,1.2,0.05,10,4.76,14.76,0.62,0.1,51,0,0.4,0,0.4,0.15,0.65,9.1,67.34,0,7.28,10.92,7.28,0.37,18.2,5.46,43,280
2,582,66.2,29.2,2.3,1.4,5,0.8,0.86,30,250,440,28.8,55,2.2,0,0,0,1.25,0.07,4.4,5.8,10.2,0.57,0.6,43,0,0.4,0,0.4,0,0.74,10.46,77.44,0,8.37,12.56,8.37,0.43,20.93,6.28,52,341
2,583,66.2,29.2,2.4,1.4,5,0.8,0.86,29,250,440,28.7,55,2.2,0,0,0,1.249,0.07,4.4,5.8,10.2,0.57,0.6,43,0,0.4,0,0.41,0,0.76,10.46,77.47,0,8.36,12.54,8.36,0.43,20.909,6.58,52,341
